iter	Logloss
181	0.4387779046
182	0.4381881896
183	0.4379858568
184	0.4378482615
185	0.4374612723
186	0.4370679085
187	0.4368203262
188	0.4361447324
189	0.4360041478
190	0.4355389164
191	0.4345893582
192	0.4341338121
193	0.4336345407
194	0.4333813103
195	0.4332304281
196	0.4328263397
197	0.4318062204
198	0.4314877536
199	0.4307647995
200	0.4305237047
201	0.43016653
202	0.429642323
203	0.429394513
204	0.4290409225
205	0.4283953837
206	0.4281587996
207	0.4276716511
208	0.4272234024
209	0.4268832126
210	0.4267224763
211	0.4264697775
212	0.4263049366
213	0.4260170779
214	0.4256386266
215	0.4254180765
216	0.4252863295
217	0.4251127705
218	0.4248932475
219	0.4248063963
220	0.4245013379
221	0.4242833763
222	0.4239471656
223	0.4235975231
224	0.4230814213
225	0.4227902381
226	0.4225167142
227	0.4220731632
228	0.4213150519
229	0.4204101446
230	0.4201260186
231	0.4199268475
232	0.4195413687
233	0.4192227688
234	0.4187119215
235	0.4185186609
236	0.4180886418
237	0.4178398743
238	0.4176522275
239	0.4174145892
240	0.4171627232
241	0.4170218712
242	0.4167196851
243	0.4164292233
244	0.4161770153
245	0.4156820438
246	0.4151848266
247	0.4149294245
248	0.41433538
249	0.4141426501
250	0.4139671757
251	0.4132370481
252	0.4128247062
253	0.4126952374
254	0.4123014661
255	0.4121304226
256	0.4120263708
257	0.4118953869
258	0.4114119234
259	0.4109402752
260	0.4107644182
261	0.4102357068
262	0.4098643144
263	0.4096876214
264	0.4094830549
265	0.4093112222
266	0.4091658355
267	0.408944052
268	0.4085134914
269	0.4082514507
270	0.4079587716
271	0.4077834297
272	0.4074584947
273	0.4072702432
274	0.4070831989
275	0.406696679
276	0.4064266584
277	0.4060643355
278	0.4058368062
279	0.4049974411
280	0.4048352207
281	0.4041556933
282	0.4038576226
283	0.4036491038
284	0.4033839423
285	0.4032125158
286	0.4030817519
287	0.4029529174
288	0.4025171798
289	0.4016081081
290	0.4012499987
291	0.4010725728
292	0.4006750056
293	0.4005378054
294	0.4003362724
295	0.4000398419
296	0.3998613426
297	0.3996357456
298	0.3994612468
299	0.3989065579
300	0.3980678533
301	0.3977615292
302	0.3975873846
303	0.3974572237
304	0.397296674
305	0.3969638741
306	0.3966822941
307	0.396472835
308	0.3959930553
309	0.3956821385
310	0.3953475855
311	0.3951951031
312	0.3948146325
313	0.3946875153
314	0.3944095569
315	0.3942017063
316	0.3938945056
317	0.393504854
318	0.393077295
319	0.3928231003
320	0.3925821349
321	0.3922555534
322	0.3919715057
323	0.3915478148
324	0.3912484133
325	0.3910083941
326	0.3908091095
327	0.3905993632
328	0.3902632709
329	0.3899980731
330	0.3897404054
331	0.3895528598
332	0.3892620308
333	0.3887876362
334	0.3886090888
335	0.3882288355
336	0.3878659805
337	0.3877276957
338	0.3876075281
339	0.3874047506
340	0.3865433267
341	0.3861236981
342	0.3858625344
343	0.3854895776
344	0.3849536404
345	0.3846213214
346	0.3843799486
347	0.3839489293
348	0.3833792513
349	0.3832670255
350	0.3830698755
351	0.3824472062
352	0.3820800337
353	0.3818152794
354	0.3813891228
355	0.3810652912
356	0.3806933489
357	0.3801912636
358	0.3798737345
359	0.379277512
360	0.3791417833
361	0.37876089
362	0.3785099575
363	0.3779398514
364	0.3774738506
365	0.3771879009
366	0.3769081541
367	0.3765750734
368	0.3763851821
369	0.3759745997
370	0.3753834458
371	0.3752168643
372	0.3749115184
373	0.3744494942
374	0.3741387118
375	0.3738814699
376	0.3735920954
377	0.3732696059
378	0.3729670169
379	0.3728526899
380	0.3723341515
381	0.3721218067
382	0.3717781405
383	0.3716042618
384	0.370929848
385	0.3707415268
386	0.3704793856
387	0.3701885183
388	0.3696747005
389	0.3694487954
390	0.3691451823
391	0.3687566097
392	0.368595807
393	0.3684008856
394	0.368291599
395	0.367881125
396	0.36762887
397	0.367381715
398	0.3671240327
399	0.366651808
400	0.366344286
401	0.3658186272
402	0.3655640758
403	0.3653538041
404	0.3649930859
405	0.3647217835
406	0.3644529637
407	0.3640236944
408	0.3637957504
409	0.3635243242
410	0.3631150667
411	0.3629314771
412	0.362812802
413	0.3625954298
414	0.3619888922
415	0.361443568
416	0.3610385291
417	0.3606978031
418	0.3604029097
419	0.3600795555
420	0.3599000472
421	0.3597775332
422	0.3596206917
423	0.3594521597
424	0.3592035072
425	0.3591053355
426	0.3584580138
427	0.3582849495
428	0.3580187851
429	0.3578591026
430	0.3576386412
431	0.3573086611
432	0.3571613837
433	0.3566022409
434	0.3563999396
435	0.3562374472
436	0.3555867896
437	0.3551950822
438	0.3548310715
439	0.3546991341
440	0.3543216461
441	0.3537847787
442	0.3534641059
443	0.3532835042
444	0.3529756481
445	0.3528389782
446	0.3525354385
447	0.352241174
448	0.3519532308
449	0.3515372137
450	0.3513414896
451	0.3511937921
452	0.3509812435
453	0.3502318298
454	0.34991411
455	0.3497989802
456	0.349631534
457	0.3493596071
458	0.3492411062
459	0.3489171525
460	0.348797835
461	0.3486255474
462	0.3484862256
463	0.3480406688
464	0.3479462614
465	0.3476567214
466	0.3475099339
467	0.3472424972
468	0.3471237364
469	0.346876901
470	0.3464424704
471	0.3462603512
472	0.3459815577
473	0.3456702306
474	0.3450508638
475	0.344834199
476	0.3445925716
477	0.344438043
478	0.3440582842
479	0.3438043747
480	0.3436242972
481	0.3434683069
482	0.3432690193
483	0.3430918066
484	0.3429133955
485	0.3427939348
486	0.3423114677
487	0.3417567736
488	0.3414612496
489	0.3412319666
490	0.3410770243
491	0.3409246117
492	0.3407493274
493	0.3406550516
494	0.3404540043
495	0.3402733714
496	0.3401402618
497	0.339725107
498	0.3394203852
499	0.3392927014
500	0.3391509356
501	0.3386314609
502	0.3381071864
503	0.3379662362
504	0.3377476919
505	0.3374676213
506	0.3372872508
507	0.3371362165
508	0.3368957338
509	0.3367394767
510	0.3366183939
511	0.3364735948
512	0.3363158477
513	0.3361289193
514	0.3359879257
515	0.3358514516
516	0.3357353427
517	0.3355796704
518	0.3354999091
519	0.3353561966
520	0.3351020429
521	0.3349557487
522	0.334776891
523	0.3345649665
524	0.3344174745
525	0.3343004851
526	0.3341415837
527	0.3339222988
528	0.3337857888
529	0.3336466012
530	0.333513756
531	0.3334092593
532	0.3332615741
533	0.3331415013
534	0.3327174791
535	0.3323500377
536	0.3322532526
537	0.3321631556
538	0.3320229304
539	0.3317186116
540	0.3315162194
541	0.33129903
542	0.3312290336
543	0.330977126
544	0.3308653532
545	0.3306649894
546	0.3305009194
547	0.3303911355
548	0.3301257648
549	0.3297476535
550	0.3293892498
551	0.329114578
552	0.3290448964
553	0.3289142156
554	0.3286882289
555	0.3282512408
556	0.328142223
557	0.3277932738
558	0.3276820458
559	0.327539823
560	0.3274723117
561	0.3273846099
562	0.3272491903
563	0.3271234222
564	0.326906986
565	0.3266999048
566	0.3264060574
567	0.3260228351
568	0.3259324144
569	0.325832802
570	0.3257229943
571	0.3254103892
572	0.3252756464
573	0.3251645656
574	0.3250586804
575	0.3249259057
576	0.32484083
577	0.324686502
578	0.324390054
579	0.3242357437
580	0.3241568878
581	0.3239878616
582	0.3238463958
583	0.3237009117
584	0.3236072205
585	0.3234287678
586	0.3232002334
587	0.3229804228
588	0.3228686047
589	0.3227599524
590	0.3226122423
591	0.3224742978
592	0.3223877293
593	0.3222680852
594	0.32217518
595	0.3220867855
596	0.3219930479
597	0.3217668225
598	0.321665942
599	0.3215492961
600	0.3213863174
601	0.3212874306
602	0.321013941
603	0.3209416948
604	0.320813431
605	0.32061279
606	0.32051452
607	0.3201963061
608	0.3200209345
609	0.3198207582
610	0.3196489678
611	0.3195294668
612	0.319339177
613	0.3192310635
614	0.3190729803
615	0.3186298816
616	0.3185478674
617	0.3183571266
618	0.3182089435
619	0.3181335667
620	0.317931385
621	0.3178309117
622	0.31765081
623	0.3175563037
624	0.3174070758
625	0.3170707235
626	0.3169352545
627	0.3167936472
628	0.3164932223
629	0.3163734708
630	0.3161465482
631	0.3159582797
632	0.3157790292
633	0.3155482659
634	0.315474348
635	0.3153702145
636	0.3151937568
637	0.3151170613
638	0.3150161446
639	0.3148313478
640	0.3147402259
641	0.3146375647
642	0.3145443876
643	0.3144622188
644	0.3143430558
645	0.3142418823
646	0.3141475831
647	0.3140683068
648	0.3139530866
649	0.3138246038
650	0.3136809268
651	0.3135481609
652	0.31344031
653	0.3131077182
654	0.3130309419
655	0.312875152
656	0.3127405638
657	0.3125791572
658	0.3124614322
659	0.3123470743
660	0.3122678798
661	0.3121025673
662	0.3120086521
663	0.3118757447
664	0.3117480945
665	0.3116170445
666	0.3114562375
667	0.3113644433
668	0.3112379867
669	0.3110781399
670	0.3108830086
671	0.3106460187
672	0.3104579651
673	0.3103822965
674	0.3102058062
675	0.3099672602
676	0.3098367734
677	0.3097271481
678	0.3095325238
679	0.3094168693
680	0.3091677906
681	0.3089845088
682	0.3086548134
683	0.3084910729
684	0.3084122479
685	0.3083128022
686	0.3082357746
687	0.308172856
688	0.3080910585
689	0.3079411072
690	0.3077596134
691	0.3076186937
692	0.3072249923
693	0.3071523593
694	0.3070658516
695	0.3069436102
696	0.3068535633
697	0.3067940653
698	0.3066461092
699	0.3065214711
700	0.3063997937
701	0.3063182663
702	0.3062255188
703	0.3061446305
704	0.3059547447
705	0.3058084397
706	0.3056352806
707	0.3055232857
708	0.3054281656
709	0.3053678428
710	0.3051999701
711	0.3051074217
712	0.3049982928
713	0.3049289299
714	0.3048318185
715	0.3047575254
716	0.3045603538
717	0.3044555929
718	0.3044031845
719	0.3043144362
720	0.3041807922
721	0.3040406464
722	0.303921993
723	0.3037607606
724	0.30360331
725	0.303528957
726	0.3033918906
727	0.3032353019
728	0.3031690731
729	0.303013021
730	0.3029468692
731	0.3028729909
732	0.3027566195
733	0.3026873333
734	0.3026199165
735	0.3024508051
736	0.3024166179
737	0.302313723
738	0.3021553938
739	0.3021035443
740	0.3019553199
741	0.3018609255
742	0.3015908234
743	0.3014506068
744	0.3013749594
745	0.3012809856
746	0.3012291183
747	0.3011600914
748	0.3009732478
749	0.300805478
750	0.3007341843
751	0.3006117328
752	0.3004358203
753	0.3003101072
754	0.3001740625
755	0.3000515245
756	0.2998631129
757	0.2998060221
758	0.2996694526
759	0.2995700701
760	0.2994655657
761	0.299362457
762	0.2991072261
763	0.2990005686
764	0.2988432255
765	0.2986952759
766	0.2986418568
767	0.2984881346
768	0.2983765053
769	0.2982956858
770	0.2981648744
771	0.2979738474
772	0.2978985293
773	0.2977519082
774	0.2975835735
775	0.2974805091
776	0.2973807489
777	0.2972877896
778	0.2972233021
779	0.2971092676
780	0.2970131131
781	0.2968739358
782	0.2967714496
783	0.2966901027
784	0.2965048072
785	0.2962321408
786	0.2961247061
787	0.296027077
788	0.2959354217
789	0.295831074
790	0.2956474829
791	0.2955633922
792	0.2954353563
793	0.2953679942
794	0.2952747515
795	0.2950720158
796	0.2950190316
797	0.2949246974
798	0.2948411927
799	0.2946115394
800	0.2944832285
801	0.2943760016
802	0.2942826372
803	0.2941793416
804	0.2940961086
805	0.294026321
806	0.2939001979
807	0.2937847495
808	0.2937257736
809	0.293594228
810	0.2934804674
811	0.2934072652
812	0.2933506916
813	0.2931904108
814	0.2931380073
815	0.2930603459
816	0.2928875182
817	0.2928401026
818	0.2925978393
819	0.2925290886
820	0.2923374383
821	0.2922170242
822	0.2920954018
823	0.2920066346
824	0.291953874
825	0.2918707846
826	0.2917376434
827	0.2916712749
828	0.2916102525
829	0.291537695
830	0.2914208532
831	0.2913366447
832	0.2912783396
833	0.2911114488
834	0.2910584193
835	0.2909916143
836	0.2908870833
837	0.2907850683
838	0.2907312567
839	0.2906157515
840	0.2905162362
841	0.2903535749
842	0.2902397323
843	0.2901711408
844	0.2900307547
845	0.2899268886
846	0.2897849145
847	0.2896466752
848	0.2896005247
849	0.2895543631
850	0.2894889882
851	0.2894470431
852	0.2893419516
853	0.2892742919
854	0.2892312221
855	0.2891191002
856	0.289068345
857	0.2889880931
858	0.2888832847
859	0.2887665146
860	0.2885658527
861	0.2884684395
862	0.2883008368
863	0.2881975152
864	0.288078931
865	0.2879879582
866	0.2879011216
867	0.2877798612
868	0.287677363
869	0.2875531766
870	0.2874779274
871	0.287386552
872	0.2872205648
873	0.287153448
874	0.2871004515
875	0.2870586095
876	0.286957445
877	0.2867879017
878	0.2866680198
879	0.2865851507
880	0.2865183331
881	0.2863950793
882	0.2862753128
883	0.2862174714
884	0.2861146334
885	0.2860735775
886	0.2859692308
887	0.2859110366
888	0.2858249832
889	0.2857754331
890	0.2857077838
891	0.285650728
892	0.2856058174
893	0.2855758618
894	0.285476944
895	0.2853923038
896	0.2853500756
897	0.2852430082
898	0.2851569425
899	0.2850834102
900	0.2849902142
901	0.284906373
902	0.2848475115
903	0.2847433054
904	0.2846497125
905	0.2845645637
906	0.2844252503
907	0.2843550401
908	0.2842963163
909	0.28409534
910	0.2839621379
911	0.2838732073
912	0.2837123765
913	0.2835691107
914	0.2834989173
915	0.2834274394
916	0.2833559653
917	0.2832411598
918	0.2831476422
919	0.2830987287
920	0.283059533
921	0.2830213733
922	0.2829404812
923	0.2828834685
924	0.2827779407
925	0.282645334
926	0.2825520619
927	0.282467755
928	0.2824100685
929	0.2822506078
930	0.2820659068
931	0.2819926968
932	0.2819282442
933	0.2818663582
934	0.2818218247
935	0.281736461
936	0.2816934219
937	0.2814685848
938	0.2813727694
939	0.2812958573
940	0.2812238224
941	0.2811224463
942	0.2810865761
943	0.281011382
944	0.2809467488
945	0.2808785986
946	0.2807942437
947	0.2806850322
948	0.2805792672
949	0.2804765391
950	0.2803905942
951	0.2802805101
952	0.2802024443
953	0.2801309661
954	0.2800076803
955	0.2799018525
956	0.2798368399
957	0.2797712493
958	0.2797300974
959	0.2796695068
960	0.2795917814
961	0.279535606
962	0.2794565233
963	0.2793609887
964	0.2792807259
965	0.2791877477
966	0.2790847784
967	0.2790298997
968	0.2789782653
969	0.2788922722
970	0.2788464633
971	0.278776319
972	0.2786818847
973	0.2786482671
974	0.2785765301
975	0.27850895
976	0.278404308
977	0.2783422038
978	0.278143904
979	0.2780432081
980	0.2779161626
981	0.2778682987
982	0.2775509293
983	0.2774194541
984	0.2772240219
985	0.2771331903
986	0.2770498695
987	0.276977231
988	0.2769245805
989	0.2768796349
990	0.2768063115
991	0.2767195315
992	0.2766239267
993	0.276494423
994	0.2763900094
995	0.2763122122
996	0.2761922292
997	0.2761468871
998	0.27609267
999	0.2760043086
